,PITCH_RESULT_KEY
93409,InPlay
233882,BallCalled
62011,BallCalled
10775,InPlay
188460,BallCalled
178789,BallCalled
82911,StrikeSwinging
258394,BallCalled
144685,BallCalled
61673,InPlay
23114,StrikeSwinging
51581,StrikeSwinging
251240,BallCalled
205476,BallCalled
174408,InPlay
194248,FoulBall
198315,BallCalled
197879,BallCalled
11054,StrikeSwinging
114398,StrikeCalled
104880,BallCalled
237743,BallCalled
86909,FoulBall
28248,InPlay
258859,FoulBall
96269,StrikeCalled
28856,InPlay
132473,BallCalled
1730,FoulBall
176161,InPlay
47731,FoulBall
171645,FoulBall
238935,StrikeCalled
56026,BallCalled
190471,BallCalled
251609,BallCalled
106095,BallCalled
231050,BallCalled
123251,StrikeCalled
15988,InPlay
202026,FoulBall
189217,BallCalled
69511,StrikeCalled
149286,StrikeCalled
223275,FoulBall
32358,BallCalled
4865,StrikeCalled
30462,BallCalled
142971,BallCalled
235714,InPlay
170545,BallCalled
153244,StrikeCalled
131895,BallCalled
89562,BallCalled
7713,StrikeCalled
39660,StrikeSwinging
171007,StrikeCalled
134945,BallCalled
32355,BallCalled
50353,StrikeCalled
63151,StrikeCalled
199000,InPlay
219706,StrikeCalled
70913,InPlay
164997,BallCalled
158672,FoulBall
34909,BallCalled
142790,FoulBall
194760,BallCalled
10647,StrikeSwinging
43746,StrikeCalled
61758,InPlay
135522,FoulBall
245940,BallCalled
75583,InPlay
98133,StrikeSwinging
246071,BallCalled
249346,BallCalled
194944,InPlay
263717,FoulBall
123191,InPlay
109196,StrikeCalled
243649,FoulBall
118702,BallCalled
32571,BallCalled
164887,StrikeSwinging
29895,FoulBall
124638,BallCalled
152692,StrikeSwinging
41037,InPlay
53891,StrikeSwinging
92135,InPlay
264131,StrikeCalled
256442,StrikeCalled
177050,StrikeCalled
61798,BallCalled
50737,FoulBall
261830,FoulBall
229260,BallCalled
203069,InPlay
42297,FoulBall
180639,StrikeCalled
62960,StrikeCalled
59505,BallCalled
107186,StrikeCalled
221083,BallCalled
202562,BallCalled
126431,BallCalled
124806,StrikeCalled
43342,StrikeCalled
248587,BallCalled
31793,StrikeCalled
151256,BallCalled
236528,StrikeSwinging
206537,BallCalled
200273,StrikeSwinging
252914,BallCalled
160451,BallCalled
267020,BallCalled
4189,StrikeSwinging
65191,BallCalled
71446,FoulBall
40757,StrikeCalled
228912,BallCalled
77010,FoulBall
132853,InPlay
198599,BallCalled
118889,BallCalled
18942,StrikeSwinging
12581,FoulBall
117948,FoulBall
209349,StrikeSwinging
254584,BallCalled
121013,BallCalled
52326,StrikeCalled
26666,InPlay
179140,FoulBall
251898,FoulBall
95675,InPlay
156545,BallCalled
266712,StrikeCalled
267424,InPlay
253156,FoulBall
50683,FoulBall
120415,StrikeCalled
187216,BallCalled
21487,BallCalled
42980,FoulBall
232654,InPlay
162295,StrikeSwinging
60925,BallCalled
58682,BallCalled
19062,BallCalled
15436,BallCalled
159723,InPlay
77748,InPlay
254763,FoulBall
103558,InPlay
200944,InPlay
177173,StrikeSwinging
105232,FoulBall
257103,BallCalled
197455,StrikeSwinging
29136,InPlay
121340,StrikeCalled
181703,BallCalled
7685,BallCalled
259428,StrikeCalled
260175,InPlay
22243,StrikeSwinging
110766,BallCalled
212842,FoulBall
225983,FoulBall
100115,InPlay
195480,BallCalled
148021,BallCalled
197762,StrikeCalled
16831,StrikeCalled
262580,BallCalled
256796,BallCalled
50401,FoulBall
126413,InPlay
210650,InPlay
8801,BallCalled
93698,FoulBall
9592,InPlay
266477,StrikeSwinging
206411,BallCalled
67296,InPlay
187764,InPlay
182772,BallCalled
239337,StrikeSwinging
44500,FoulBall
96451,BallCalled
141921,BallCalled
69943,BallCalled
159166,BallCalled
121146,BallCalled
91410,StrikeCalled
56615,BallCalled
98885,FoulBall
95398,BallCalled
209822,BallCalled
9738,StrikeSwinging
9860,BallCalled
249051,BallCalled
47466,BallCalled
44010,BallCalled
72737,BallCalled
21943,InPlay
180187,BallCalled
231981,InPlay
112647,BallCalled
65974,InPlay
214301,BallCalled
211867,BallCalled
163487,StrikeSwinging
219387,StrikeSwinging
231892,InPlay
251386,InPlay
123497,InPlay
217516,BallCalled
46314,BallCalled
151438,FoulBall
114620,BallCalled
7527,StrikeSwinging
216252,StrikeSwinging
34430,BallCalled
162330,StrikeSwinging
86405,StrikeSwinging
229676,StrikeSwinging
131818,StrikeSwinging
263740,BallCalled
101301,BallCalled
9687,BallCalled
8289,FoulBall
33950,BallCalled
217478,InPlay
112125,StrikeSwinging
105692,InPlay
127547,InPlay
33224,InPlay
241642,StrikeSwinging
189306,StrikeCalled
136837,BallCalled
250920,FoulBall
255822,BallCalled
179592,StrikeCalled
63881,FoulBall
152040,StrikeCalled
149210,StrikeSwinging
176091,InPlay
244782,StrikeSwinging
32190,BallCalled
224498,FoulBall
12432,StrikeCalled
107066,StrikeSwinging
41734,InPlay
89619,FoulBall
219787,BallCalled
56558,InPlay
60547,InPlay
234452,StrikeSwinging
124916,StrikeCalled
138484,InPlay
16886,InPlay
77276,FoulBall
46761,BallCalled
263272,FoulBall
211271,InPlay
164989,BallCalled
47758,BallCalled
264996,StrikeCalled
217776,BallCalled
11752,BallCalled
11630,StrikeCalled
70115,BallCalled
252436,BallCalled
191598,StrikeSwinging
250345,InPlay
5210,BallCalled
235684,BallCalled
114664,StrikeSwinging
60845,BallCalled
68948,FoulBall
146218,StrikeCalled
40080,StrikeCalled
133254,StrikeSwinging
210450,StrikeCalled
14762,BallCalled
47057,BallCalled
3919,BallCalled
200812,StrikeCalled
256839,StrikeCalled
240480,BallCalled
179738,BallCalled
87403,StrikeCalled
91224,StrikeCalled
58926,InPlay
4224,BallCalled
31182,BallCalled
253789,InPlay
258283,InPlay
132758,StrikeSwinging
103020,StrikeSwinging
65985,BallCalled
147397,FoulBall
244049,FoulBall
31692,StrikeCalled
34180,BallCalled
2774,StrikeSwinging
100099,StrikeSwinging
157198,BallCalled
194299,StrikeCalled
96876,InPlay
237362,StrikeSwinging
149664,StrikeCalled
172193,InPlay
180569,BallCalled
38141,FoulBall
167442,BallCalled
203139,InPlay
177541,InPlay
10606,BallCalled
28510,StrikeCalled
78314,FoulBall
216304,StrikeCalled
63937,BallCalled
119502,HitByPitch
138172,InPlay
249894,FoulBall
82377,StrikeSwinging
176833,BallCalled
129684,BallCalled
150428,StrikeSwinging
62193,BallCalled
195902,BallCalled
182114,StrikeSwinging
256313,InPlay
44578,BallCalled
101352,BallCalled
45059,InPlay
170191,StrikeCalled
145175,InPlay
63222,BallCalled
253397,BallCalled
44068,StrikeSwinging
189261,BallCalled
164061,BallCalled
129144,BallCalled
204235,BallCalled
174727,BallCalled
68640,InPlay
255754,BallCalled
150933,FoulBall
78566,BallCalled
3740,InPlay
178635,BallCalled
67384,InPlay
8284,StrikeCalled
173614,InPlay
171619,BallCalled
57447,BallCalled
258321,BallCalled
251076,BallCalled
61173,BallCalled
49369,InPlay
192526,FoulBall
118287,StrikeSwinging
185873,FoulBall
24102,BallCalled
247700,InPlay
89563,BallCalled
90107,InPlay
126950,BallCalled
119444,InPlay
90178,FoulBall
265515,StrikeCalled
151316,BallCalled
98599,BallCalled
47435,BallCalled
258515,BallCalled
125429,InPlay
27365,BallCalled
68040,StrikeCalled
34746,StrikeCalled
25092,BallCalled
176276,BallCalled
196944,FoulBall
246278,FoulBall
219983,BallCalled
208786,BallCalled
232538,StrikeSwinging
155499,InPlay
148018,InPlay
259007,StrikeCalled
66840,StrikeCalled
44319,InPlay
45912,StrikeCalled
142267,StrikeCalled
184859,InPlay
236099,BallCalled
52936,FoulBall
197990,InPlay
195658,FoulBall
97477,BallCalled
106984,StrikeCalled
131259,StrikeCalled
253690,StrikeCalled
19254,BallCalled
4675,FoulBall
220619,StrikeSwinging
183200,StrikeCalled
87837,StrikeSwinging
213400,StrikeCalled
55104,StrikeSwinging
256075,StrikeCalled
205992,InPlay
96208,StrikeCalled
196746,InPlay
211835,FoulBall
2181,BallCalled
192622,BallCalled
263419,BallCalled
59271,FoulBall
11421,StrikeSwinging
207038,StrikeSwinging
264465,FoulBall
142078,InPlay
139989,InPlay
250047,InPlay
91394,BallCalled
105402,BallCalled
65205,FoulBall
83517,FoulBall
174920,StrikeSwinging
169929,StrikeSwinging
130267,InPlay
248404,StrikeCalled
53161,StrikeCalled
238749,FoulBall
105550,BallCalled
10626,StrikeCalled
147958,StrikeCalled
182686,BallCalled
72275,BallCalled
229971,InPlay
259915,BallCalled
226315,InPlay
255027,InPlay
235613,StrikeSwinging
131731,BallCalled
18021,FoulBall
217149,FoulBall
126719,InPlay
164815,StrikeCalled
249869,BallCalled
200956,StrikeCalled
171026,BallCalled
50707,StrikeSwinging
232207,StrikeCalled
209923,BallCalled
253094,InPlay
230778,StrikeSwinging
241110,StrikeCalled
105911,StrikeCalled
137282,StrikeCalled
202845,FoulBall
154794,FoulBall
5965,BallCalled
59855,BallCalled
922,FoulBall
40068,InPlay
32502,StrikeCalled
11412,FoulBall
61241,BallCalled
23740,StrikeSwinging
177701,BallCalled
249055,BallCalled
34549,BallCalled
101686,BallCalled
266160,StrikeSwinging
179386,BallCalled
102970,StrikeSwinging
209197,StrikeCalled
96672,BallCalled
179448,InPlay
53189,FoulBall
102868,BallCalled
69417,BallCalled
19136,BallCalled
125974,BallCalled
210003,BallCalled
243762,BallCalled
111602,FoulBall
38626,FoulBall
156555,StrikeCalled
33817,BallCalled
200606,StrikeSwinging
132662,BallCalled
13786,FoulBall
75188,InPlay
191230,FoulBall
213723,StrikeSwinging
40524,StrikeCalled
96168,BallCalled
206956,BallCalled
250968,StrikeSwinging
25177,StrikeSwinging
146877,BallCalled
49640,InPlay
22963,BallCalled
23713,InPlay
257719,BallCalled
130889,InPlay
208396,BallCalled
16600,InPlay
193274,FoulBall
207377,BallCalled
228802,BallCalled
254653,BallCalled
235866,FoulBall
262827,BallCalled
5720,BallCalled
253212,FoulBall
260889,StrikeCalled
252908,BallCalled
92408,BallCalled
85360,BallCalled
77873,FoulBall
231173,BallCalled
223617,InPlay
47200,BallCalled
62111,BallCalled
121243,StrikeCalled
52773,BallCalled
229229,StrikeCalled
256010,StrikeSwinging
158790,InPlay
24720,BallCalled
260606,BallCalled
38644,BallCalled
151066,BallCalled
81838,StrikeCalled
111515,BallCalled
128492,BallCalled
108466,StrikeCalled
61202,InPlay
189359,FoulBall
101969,BallCalled
221439,StrikeSwinging
158630,BallCalled
192829,FoulBall
100593,StrikeSwinging
216012,StrikeCalled
31603,InPlay
69194,StrikeCalled
166424,BallCalled
19637,BallCalled
113930,BallCalled
4136,BallCalled
47396,FoulBall
79678,FoulBall
156249,StrikeCalled
183843,FoulBall
133891,BallCalled
35824,InPlay
155358,BallCalled
178720,InPlay
24272,FoulBall
163462,InPlay
29063,StrikeCalled
45285,FoulBall
259466,BallCalled
167742,InPlay
22751,StrikeSwinging
263741,StrikeCalled
102699,FoulBall
80031,InPlay
18703,FoulBall
33416,InPlay
73881,StrikeCalled
221350,StrikeSwinging
198680,InPlay
246294,BallCalled
160445,FoulBall
119570,FoulBall
193521,StrikeCalled
43765,StrikeCalled
197172,BallCalled
61844,StrikeSwinging
155904,BallCalled
215940,FoulBall
71902,StrikeSwinging
136803,BallCalled
65570,BallCalled
64728,BallCalled
151803,InPlay
207563,BallCalled
252132,BallCalled
34564,StrikeCalled
264118,StrikeCalled
76011,BallCalled
62281,FoulBall
5389,StrikeCalled
250787,BallCalled
81646,BallCalled
128059,StrikeSwinging
157561,BallCalled
8596,BallCalled
214048,BallCalled
102314,InPlay
39906,StrikeSwinging
189009,FoulBall
189587,InPlay
29699,BallCalled
200061,BallCalled
72972,StrikeSwinging
69106,StrikeSwinging
229132,StrikeCalled
35978,BallCalled
66750,InPlay
120351,BallCalled
41609,StrikeCalled
103472,InPlay
55573,StrikeCalled
202624,BallCalled
183793,BallCalled
159494,BallCalled
21884,FoulBall
104376,BallCalled
179743,StrikeSwinging
151428,StrikeCalled
19354,StrikeCalled
31636,InPlay
18015,StrikeSwinging
5382,BallCalled
173799,BallCalled
221047,BallCalled
136970,StrikeCalled
41441,StrikeCalled
191998,StrikeSwinging
268379,FoulBall
68174,FoulBall
68648,FoulBall
235844,StrikeSwinging
108831,BallCalled
164473,BallCalled
220242,BallCalled
22171,BallCalled
187616,InPlay
148094,StrikeCalled
1934,BallCalled
194783,BallCalled
261062,BallCalled
209779,InPlay
91965,BallCalled
253697,StrikeCalled
35427,BallCalled
147686,BallCalled
195593,StrikeCalled
56307,FoulBall
83591,FoulBall
103575,StrikeCalled
110262,BallCalled
165135,BallCalled
116585,InPlay
99578,StrikeCalled
188992,BallCalled
241658,BallCalled
176407,StrikeCalled
146803,BallCalled
44477,FoulBall
202331,InPlay
2723,StrikeSwinging
246813,BallCalled
116068,StrikeSwinging
222527,BallCalled
24455,InPlay
246195,FoulBall
208718,FoulBall
62364,BallCalled
205136,InPlay
126820,StrikeCalled
132538,StrikeSwinging
129912,StrikeSwinging
161420,FoulBall
236619,StrikeSwinging
49400,BallCalled
192825,InPlay
40511,FoulBall
48631,BallCalled
179916,FoulBall
45727,StrikeCalled
36362,InPlay
185989,BallCalled
247133,InPlay
118340,InPlay
208757,FoulBall
125879,BallCalled
102686,BallCalled
2607,BallCalled
169872,StrikeSwinging
50185,BallCalled
22057,StrikeCalled
123484,BallCalled
79905,BallCalled
197986,BallCalled
170187,BallCalled
220611,InPlay
246107,StrikeCalled
243924,FoulBall
112683,StrikeSwinging
142297,FoulBall
108577,StrikeSwinging
124424,BallCalled
200519,BallCalled
93998,FoulBall
56995,StrikeSwinging
55251,InPlay
45496,InPlay
167833,BallCalled
133709,BallCalled
15776,BallCalled
158531,StrikeCalled
125773,BallCalled
219176,InPlay
139241,BallCalled
86590,BallCalled
168951,BallCalled
216571,BallCalled
81504,StrikeSwinging
171561,StrikeCalled
9168,InPlay
183734,InPlay
10751,BallCalled
257115,FoulBall
99957,FoulBall
104139,InPlay
210651,InPlay
117918,BallCalled
41717,InPlay
213757,StrikeCalled
152770,InPlay
13078,BallCalled
72480,FoulBall
34394,FoulBall
76594,StrikeCalled
49699,StrikeCalled
107475,FoulBall
8490,StrikeSwinging
18294,BallCalled
149770,StrikeSwinging
165917,InPlay
31584,StrikeCalled
61265,BallCalled
234340,FoulBall
6032,StrikeSwinging
202171,FoulBall
93921,BallCalled
27979,FoulBall
137843,StrikeCalled
258817,BallCalled
180970,FoulBall
251304,FoulBall
132988,BallCalled
221106,BallCalled
235280,BallCalled
177277,BallCalled
234931,InPlay
232878,BallCalled
226851,StrikeCalled
250851,StrikeSwinging
107999,BallCalled
192047,BallCalled
165597,InPlay
207080,BallCalled
206832,FoulBall
211247,BallCalled
70697,BallCalled
82485,BallCalled
181606,FoulBall
69778,BallCalled
239628,FoulBall
120090,FoulBall
42884,FoulBall
87885,FoulBall
127609,FoulBall
14461,StrikeCalled
48858,BallCalled
117709,StrikeSwinging
21421,StrikeCalled
42228,StrikeCalled
91842,InPlay
188448,StrikeSwinging
224688,BallCalled
43674,BallCalled
154510,StrikeSwinging
53160,InPlay
226464,StrikeCalled
47401,StrikeCalled
24813,InPlay
190829,StrikeCalled
256082,StrikeSwinging
52977,StrikeCalled
209707,StrikeSwinging
234233,InPlay
15560,BallCalled
96845,InPlay
53600,InPlay
189013,FoulBall
173951,InPlay
77540,FoulBall
166050,StrikeCalled
90209,BallCalled
228883,BallCalled
783,StrikeSwinging
63585,StrikeCalled
266045,InPlay
140319,BallCalled
163142,InPlay
11301,StrikeSwinging
133423,BallCalled
261726,InPlay
150995,StrikeSwinging
242488,BallCalled
68481,BallCalled
242947,StrikeCalled
148853,BallCalled
233711,BallCalled
163999,BallCalled
80045,FoulBall
238635,FoulBall
156268,BallCalled
57207,FoulBall
18168,StrikeCalled
143506,BallCalled
93099,StrikeSwinging
86138,StrikeCalled
207243,InPlay
210264,InPlay
142605,BallCalled
190985,FoulBall
91833,InPlay
250999,BallCalled
152198,FoulBall
115409,BallCalled
129587,StrikeCalled
119782,BallCalled
97348,StrikeSwinging
171840,BallCalled
100729,FoulBall
32873,BallCalled
69190,StrikeSwinging
1113,InPlay
159094,StrikeSwinging
196943,BallCalled
31351,InPlay
54555,StrikeSwinging
137857,BallCalled
114566,InPlay
182451,BallCalled
99211,BallCalled
143406,StrikeCalled
105625,FoulBall
180930,StrikeCalled
131104,StrikeCalled
97056,FoulBall
264637,InPlay
129461,InPlay
159568,StrikeCalled
96198,BallCalled
91542,StrikeCalled
98664,BallCalled
60830,FoulBall
94360,BallCalled
90893,InPlay
48537,BallCalled
187769,FoulBall
101350,FoulBall
78346,FoulBall
48376,FoulBall
86798,StrikeSwinging
193805,StrikeSwinging
55386,BallCalled
103252,StrikeSwinging
202721,InPlay
2185,FoulBall
264858,InPlay
53060,BallCalled
168,StrikeCalled
81121,BallCalled
204184,FoulBall
202387,BallCalled
188661,BallCalled
261096,BallCalled
13871,StrikeCalled
183020,BallCalled
11077,StrikeSwinging
117952,BallCalled
231486,BallCalled
179091,BallCalled
86499,StrikeSwinging
45364,BallCalled
223954,StrikeSwinging
216044,FoulBall
87807,StrikeCalled
195453,BallCalled
212270,InPlay
37268,InPlay
172101,FoulBall
91248,InPlay
21544,StrikeCalled
222370,BallCalled
160443,StrikeSwinging
68915,FoulBall
78357,BallCalled
55741,BallCalled
30028,FoulBall
193282,FoulBall
182402,BallCalled
35158,FoulBall
9459,StrikeSwinging
31639,FoulBall
41657,InPlay
79450,StrikeCalled
214448,InPlay
124118,BallCalled
248499,BallCalled
179755,StrikeCalled
167081,BallCalled
257720,BallCalled
247525,FoulBall
42444,BallCalled
26886,StrikeSwinging
263162,FoulBall
195293,FoulBall
104128,BallCalled
157961,InPlay
242660,BallCalled
148243,InPlay
257117,StrikeCalled
55619,BallCalled
173824,BallCalled
111601,BallCalled
142485,StrikeCalled
150883,InPlay
14073,BallCalled
181657,BallCalled
32045,StrikeSwinging
19519,BallCalled
141144,StrikeCalled
258204,FoulBall
141443,StrikeCalled
66683,FoulBall
135559,BallCalled
155943,BallCalled
209836,StrikeCalled
47695,StrikeCalled
46945,InPlay
104774,StrikeCalled
210660,InPlay
27318,BallCalled
166105,StrikeCalled
16560,StrikeCalled
235529,BallCalled
43207,BallCalled
5887,StrikeSwinging
204350,FoulBall
22774,FoulBall
135215,BallCalled
201324,StrikeCalled
126624,StrikeSwinging
236270,FoulBall
36736,FoulBall
112755,InPlay
73267,StrikeSwinging
46793,BallCalled
207447,InPlay
6116,FoulBall
76604,InPlay
156525,FoulBall
188235,BallCalled
180228,StrikeCalled
79365,StrikeCalled
241237,FoulBall
134916,InPlay
90347,FoulBall
84493,StrikeSwinging
44071,FoulBall
91113,FoulBall
86072,StrikeSwinging
135288,StrikeCalled
230282,BallCalled
142985,BallCalled
245704,BallCalled
39309,InPlay
189869,InPlay
177418,StrikeSwinging
79432,InPlay
258209,StrikeSwinging
76280,BallCalled
59450,StrikeCalled
157138,FoulBall
266903,StrikeSwinging
189889,BallCalled
36688,BallCalled
135849,StrikeSwinging
26182,InPlay
68952,InPlay
259573,StrikeSwinging
39757,BallCalled
150729,BallCalled
242437,InPlay
11807,BallCalled
76466,InPlay
128882,StrikeSwinging
39514,FoulBall
170581,InPlay
212670,FoulBall
87859,FoulBall
36483,BallCalled
162424,InPlay
119949,FoulBall
125105,BallCalled
111937,StrikeSwinging
166754,InPlay
100953,FoulBall
126287,FoulBall
127168,BallCalled
79512,BallCalled
172203,StrikeCalled
196913,StrikeCalled
96077,BallCalled
113400,FoulBall
1502,InPlay
235909,BallCalled
175250,BallCalled
5858,BallCalled
116092,FoulBall
199785,StrikeCalled
252396,BallCalled
186211,BallCalled
183608,FoulBall
116309,InPlay
227915,InPlay
230697,StrikeCalled
136453,BallCalled
244715,BallCalled
89653,BallCalled
142646,BallCalled
225543,StrikeCalled
199797,BallCalled
36650,BallCalled
255881,InPlay
14529,StrikeSwinging
133655,StrikeCalled
37215,FoulBall
123472,InPlay
238089,FoulBall
184185,BallCalled
22198,BallCalled
193265,StrikeSwinging
44128,StrikeCalled
49845,InPlay
27898,FoulBall
1629,InPlay
171836,FoulBall
155138,FoulBall
41302,FoulBall
66707,StrikeSwinging
88453,StrikeCalled
128515,FoulBall
17893,BallCalled
158148,InPlay
4606,FoulBall
153206,BallCalled
51609,BallCalled
107419,BallCalled
155052,StrikeCalled
90631,BallCalled
112509,InPlay
118791,InPlay
101057,BallCalled
175904,BallCalled
50151,BallCalled
111526,StrikeCalled
19384,InPlay
234837,StrikeCalled
162123,StrikeCalled
176880,BallCalled
129810,InPlay
130829,StrikeSwinging
170088,StrikeSwinging
19955,BallCalled
65167,BallCalled
17881,InPlay
198235,BallCalled
192469,StrikeCalled
154949,BallCalled
136977,InPlay
183884,BallCalled
62054,BallCalled
57976,FoulBall
66325,BallCalled
223509,BallCalled
214351,BallCalled
51345,StrikeCalled
74821,StrikeCalled
142863,FoulBall
9560,FoulBall
110549,BallCalled
212310,FoulBall
186848,FoulBall
222892,BallCalled
238244,BallCalled
253422,FoulBall
64789,FoulBall
119625,FoulBall
207668,BallCalled
249580,StrikeCalled
143392,BallCalled
42742,StrikeCalled
192401,BallCalled
220545,InPlay
131733,InPlay
262392,FoulBall
120772,StrikeSwinging
15074,StrikeCalled
249332,StrikeSwinging
172836,InPlay
42369,BallCalled
49306,FoulBall
2148,FoulBall
209807,InPlay
55032,BallCalled
155030,InPlay
72651,BallCalled
160470,FoulBall
172107,FoulBall
209651,InPlay
86645,BallCalled
29358,BallCalled
24729,InPlay
183115,StrikeCalled
55242,BallCalled
29471,StrikeSwinging
92596,StrikeCalled
111623,BallCalled
19248,BallCalled
160645,BallCalled
136941,BallCalled
27894,BallCalled
221036,FoulBall
206874,FoulBall
45524,BallCalled
194881,FoulBall
33523,InPlay
188965,InPlay
158883,BallCalled
150208,InPlay
201068,StrikeSwinging
91676,FoulBall
23029,StrikeSwinging
182530,BallCalled
256009,BallCalled
10168,InPlay
50850,BallCalled
28740,InPlay
92127,StrikeSwinging
46939,StrikeSwinging
150049,FoulBall
153235,InPlay
222695,BallCalled
138300,BallCalled
239653,InPlay
147562,BallCalled
18841,BallCalled
112864,BallCalled
79183,FoulBall
91551,StrikeSwinging
71453,FoulBall
129490,FoulBall
78626,BallCalled
231855,BallCalled
223186,StrikeSwinging
10730,StrikeCalled
21502,StrikeSwinging
21714,InPlay
167327,StrikeCalled
47081,InPlay
15870,BallCalled
259665,BallCalled
245373,InPlay
134767,StrikeCalled
207251,FoulBall
33225,BallCalled
146406,FoulBall
135684,BallCalled
74793,StrikeCalled
144092,StrikeSwinging
140780,StrikeCalled
149117,BallCalled
101311,BallCalled
154678,InPlay
14843,StrikeSwinging
65794,BallCalled
157169,StrikeSwinging
89135,StrikeSwinging
147880,StrikeCalled
247459,InPlay
188946,StrikeCalled
124934,FoulBall
115287,BallCalled
236969,StrikeCalled
208649,BallCalled
78174,BallCalled
182277,BallCalled
203328,BallCalled
153576,StrikeCalled
68114,FoulBall
42502,InPlay
264780,BallCalled
151668,InPlay
47043,BallCalled
211690,InPlay
114634,StrikeCalled
86753,InPlay
268143,FoulBall
137095,BallCalled
16915,BallCalled
153760,FoulBall
37664,FoulBall
250668,StrikeCalled
86175,FoulBall
186242,BallCalled
241460,BallCalled
255806,HitByPitch
247600,BallCalled
64643,BallCalled
198783,StrikeSwinging
130754,StrikeSwinging
74308,StrikeSwinging
177901,BallCalled
195602,BallCalled
40249,BallCalled
115058,StrikeCalled
64995,BallCalled
262571,FoulBall
139301,BallCalled
1812,InPlay
184365,InPlay
193182,StrikeCalled
266955,InPlay
92163,StrikeSwinging
161600,BallCalled
112151,InPlay
189651,InPlay
37919,InPlay
22365,FoulBall
179435,BallCalled
145391,BallCalled
247268,BallCalled
87378,StrikeCalled
155300,FoulBall
199821,FoulBall
134288,BallCalled
158709,InPlay
64035,StrikeSwinging
130033,BallCalled
95781,InPlay
128392,StrikeSwinging
79756,BallCalled
6412,FoulBall
185618,FoulBall
200967,BallCalled
259599,StrikeCalled
170920,StrikeSwinging
4097,StrikeCalled
91505,BallCalled
82125,BallCalled
136719,BallCalled
45617,FoulBall
261060,FoulBall
150772,BallCalled
95036,BallCalled
164600,BallCalled
27310,StrikeCalled
184123,StrikeSwinging
19044,StrikeCalled
220775,FoulBall
12952,InPlay
162675,StrikeSwinging
230101,BallCalled
128892,StrikeCalled
246416,InPlay
7388,FoulBall
204771,StrikeCalled
17375,StrikeSwinging
219461,StrikeSwinging
209393,BallCalled
110391,InPlay
138481,InPlay
146531,StrikeSwinging
78426,BallCalled
31372,BallCalled
78183,InPlay
262037,StrikeSwinging
28139,InPlay
187395,FoulBall
96255,StrikeCalled
179636,FoulBall
105806,BallCalled
258104,BallCalled
193778,InPlay
179568,StrikeSwinging
225390,BallCalled
127997,BallCalled
134041,FoulBall
24138,HitByPitch
179893,BallCalled
239627,BallCalled
112969,FoulBall
107301,InPlay
176393,BallCalled
249349,InPlay
169023,FoulBall
123810,InPlay
236912,BallCalled
166173,BallCalled
78929,StrikeCalled
200217,StrikeSwinging
168021,BallCalled
265499,FoulBall
257004,FoulBall
123641,StrikeSwinging
42159,BallCalled
91129,InPlay
216925,BallCalled
20150,StrikeCalled
103433,FoulBall
192773,InPlay
217167,FoulBall
150866,BallCalled
64719,BallCalled
193858,InPlay
265930,StrikeSwinging
73541,BallCalled
32518,BallCalled
96024,InPlay
85224,BallCalled
171968,BallCalled
226008,StrikeCalled
78111,InPlay
34246,FoulBall
125925,InPlay
166222,StrikeSwinging
208393,BallCalled
226619,InPlay
181128,StrikeCalled
197496,InPlay
30303,InPlay
196702,StrikeCalled
95749,BallCalled
197063,BallCalled
66898,BallCalled
111959,FoulBall
200872,BallCalled
149895,InPlay
924,InPlay
182252,BallCalled
261972,BallCalled
253793,BallCalled
213130,FoulBall
228735,BallCalled
124075,StrikeSwinging
216524,BallCalled
88081,StrikeSwinging
106645,StrikeCalled
7773,BallCalled
199562,BallCalled
151908,InPlay
124044,FoulBall
8751,InPlay
131383,InPlay
19308,StrikeSwinging
237204,InPlay
97137,BallCalled
17603,InPlay
3571,BallCalled
55712,StrikeSwinging
192694,InPlay
251072,StrikeCalled
167618,BallCalled
14490,StrikeCalled
224857,FoulBall
172133,BallCalled
132147,BallCalled
202417,BallCalled
8485,InPlay
262693,BallCalled
144171,StrikeCalled
101387,BallCalled
44508,StrikeCalled
195073,BallCalled
178919,StrikeCalled
14972,StrikeSwinging
245581,BallCalled
10581,StrikeCalled
106461,BallCalled
214427,FoulBall
102479,BallCalled
167568,StrikeSwinging
48991,StrikeCalled
71439,StrikeCalled
71240,FoulBall
141919,FoulBall
260736,BallCalled
132843,FoulBall
25969,FoulBall
170092,StrikeSwinging
129250,FoulBall
199868,StrikeSwinging
100732,BallCalled
242270,InPlay
192939,StrikeCalled
237866,StrikeCalled
230386,InPlay
8666,StrikeCalled
231311,FoulBall
15197,BallCalled
211526,InPlay
88181,FoulBall
47883,FoulBall
172285,StrikeCalled
219362,StrikeSwinging
38454,InPlay
230727,FoulBall
110594,BallCalled
216390,FoulBall
190162,FoulBall
29753,StrikeCalled
85064,BallCalled
256305,BallCalled
49043,BallCalled
239441,BallCalled
47384,InPlay
234495,StrikeCalled
125699,InPlay
214342,StrikeSwinging
247593,StrikeCalled
66829,StrikeCalled
74245,InPlay
9399,StrikeCalled
221560,StrikeCalled
167588,FoulBall
135873,StrikeCalled
237615,StrikeCalled
95107,InPlay
241999,StrikeSwinging
79553,BallCalled
114243,InPlay
159551,StrikeCalled
198478,StrikeCalled
242358,InPlay
239676,BallCalled
34217,BallCalled
110876,InPlay
260627,StrikeCalled
71355,StrikeSwinging
159783,InPlay
72977,StrikeCalled
